Last_Update,Country_Region,Confirmed,New_Cases
2022-01-01,Russia,10320405.0,20482.0
2022-01-02,Russia,10340011.0,19606.0
2022-01-03,Russia,10358099.0,18088.0
2022-01-04,Russia,10374292.0,16193.0
2022-01-05,Russia,10390052.0,15760.0
2022-01-06,Russia,10405684.0,15632.0
2022-01-07,Russia,10420863.0,15179.0
2022-01-08,Russia,10437471.0,16608.0
2022-01-09,Russia,10453895.0,16424.0
2022-01-10,Russia,10470006.0,16111.0
2022-01-11,Russia,10485705.0,15699.0
2022-01-12,Russia,10503101.0,17396.0
2022-01-13,Russia,10520898.0,17797.0
2022-01-14,Russia,10541870.0,20972.0
2022-01-15,Russia,10565484.0,23614.0
2022-01-16,Russia,10592433.0,26949.0
2022-01-17,Russia,10621410.0,28977.0
2022-01-18,Russia,10651867.0,30457.0
2022-01-19,Russia,10682826.0,30959.0
2022-01-20,Russia,10716397.0,33571.0
2022-01-21,Russia,10754905.0,38508.0
2022-01-22,Russia,10804032.0,49127.0
2022-01-23,Russia,10860799.0,56767.0
2022-01-24,Russia,10923494.0,62695.0
2022-01-25,Russia,10988027.0,64533.0
